full_text,,,,,,,,,,,,,
sumpah gue ga peduli lu mau berdarah kaya apa kl mau tolol ya tolol sendirian aja gausah bahayain nyawa org,,,,,,,,,,,,,
Kuntul siapanya kontol,,,,,,,,,,,,,
@KaulKuilu Ã£â€¦Â¤ Ã¯Â¸Â ( Bener Nat. Pengen gua tonjok rasanya nyengirnya jelek. ) Ã¯Â¸Â Ã£â€¦Â¤,,,,,,,,,,,,,
@JS_Khairen kalo nilainya jelek digantung di pohon toge semua pada takiut dan belajar sampai di kelas 4SD kita praktek nanem kacang hijau ohh ini pohon toge lalu semua adek-adekku kalau mau ujian ditakutinnya sama sampe kelaa 3- 4SD baru sadar ,,,,,,,,,,,,,
manusia paling kontol adalah yang cheat bini nya pas lagi hamil ajg kek otak lu dmn puki. cwek lu nahan2 sakit mual nya hamil lo malah engas sma org lain pls jauhin gw sama yg model begini anjerr najis bgt mff kasar,,,,,,,,,,,,,
ke tolilan gue buat bulan ini dapet 2 tiket javajazz dudulnya malah beda hari yaudah lah gue jual ajaa drpd gue nonton sendiri kek orang bego,,,,,,,,,,,,,
kalo lu gatau ttg political situation disuatu negara kata gue gausah sok oke deh lu pada lu liat tahunnya ege which is satu tahun setelah masa pemilu dan lu mahal drag video yg mereka emg diundang scr lgsg sama pemerintah tuh menandakan kalo fandom lu emg bodoh,,,,,,,,,,,,,
@KangManto123 Mereka ditangkap bukan dipenjara bego ada perlakuan kusus untuk mendidik biar otaknya dipake yg bener,,,,,,,,,,,,,
Bayangin lu kena SA tp pacarlu malah ninggalin lu. Apa ga sui*cide yg jadi korban? Bodoh banget kalo ini dijadiin reason sih.,,,,,,,,,,,,,
pwngen teriak bangsst anjinh babi kontol asu,,,,,,,,,,,,,
Lindungilah kami dari orang orang tolol ya allah,,,,,,,,,,,,,
Bisa ga sih kurangin menfess kaya gini?!! Carper banget buset udah mah 19 tahun kelakuan kaya bocah mending tukar sini hasil snbt nya sama punya gw bangsat arghhh,,,,,,,,,,,,,
@portgasega @The_RedsIndo hahahaha ngatain tolol tapi kepanasan saat ada pemain pindah klub terus ganti bio langsung tantrum tuh gimana ya padahal hal lazim disepakbola.,,,,,,,,,,,,,
@abimmsid7 gapapa emang kek kontol,,,,,,,,,,,,,
Klo enggak ditolong dimatikan saja. Gk ditoling dibiarin kan sia2. Diberi banyk kesempatan &amp; peluang jg sia2 karena manusia satu ini sangat bodoh.,,,,,,,,,,,,,
@bobbyngantuk justin monyet sumpah gedeg anying ama dia so banget padahal belum seberapa awas kalo lu jelek abis dah diruja,,,,,,,,,,,,,
gue kesel banget. gue pengen memaki dia sekasar mungkin tapi apa daya anjing gue gabisa bangsat (cemen) im the real loser,,,,,,,,,,,,,
yauda bye tidur dl,,,,,,,,,,,,,
@tanyakanrl Bau bangsat ini namanya nder,,,,,,,,,,,,,
Weh ada ya org setolol sm stan nih. Kek goblok bgt.,,,,,,,,,,,,,
keknya gue ga cocok cinta an,,,,,,,,,,,,,
@barcastuff_idn Deco punya otak tapi ada nya dimana ya ajg? Rashford Ã¢â€šÂ¬40jt tapi Deco gamau ambil apalagi Rashford nya juga ngebet pengen ke Barca si Deco malah sange sama Diaz yg harga nya bisa di bilang 2Ãƒâ€” lipat dari Rashford... Direktur Goblok mending ganti aja dah ajg.,,,,,,,,,,,,,
@txtdrimedia lu kira kerjaan banyak bisa pilih2. .omongan tolol,,,,,,,,,,,,,
@snopzie goblok,,,,,,,,,,,,,
@aespadreamies Iya plis dibuat versi inggris sama korea nya biar sekalian lo pada di goblok-goblokin dri berbagai negara wkwk. Asal nanti jgn pas dibulky karna ketololan sendiri trus olay victim ya najis soalnya,,,,,,,,,,,,,
@chloe_grande @VindhTR TOLOL BANGET SUMPAH.,,,,,,,,,,,,,
@Blaze_Swap @fyre_stakes Scam kontol @fyre_stakes,,,,,,,,,,,,,
@ARSIPAJA pada ga jelas bikin statement tolol ga presiden ga mui,,,,,,,,,,,,,
CAKEP BGT BANGSAT,,,,,,,,,,,,,
Logikanya ngga masuk tolol banget,,,,,,,,,,,,,
Untunglah Kapolrinya Banci gak berani tangkep orangÃ‚Â² ini...Apakah pak kapolri sudah gabung dg X jendral yg hendak Makar...??,,,,,,,,,,,,,
@NegaWahlords @BudiBukanIntel terus kenapa rusia diban WC kontol fifa orang islam kah mek? tololll,,,,,,,,,,,,,
@MAFIABRATSEKSI @wendythehag @urcutestcake @gina_vivu @vibesnigha i disagree karena diatas gendut masih ada alika so alika is ultragendut,,,,,,,,,,,,,
enak bgt ye kalau ada apa-apa tinggal ngandelin agensi soalnya agensi bisa dengan mudah manipulasi data yang ada bayar-bayarin forum biar drag idol dari agensi lain yang gaada urusannya sama lo bayarin website biar hapus artikel jelek tentang lo beh.. enak bgt tuh hidup,,,,,,,,,,,,,
@bnsphrxyzzz @Simanjuntak2024 Karena bodoh dia tdk tau bhw junjungannya justru anak haram yg lahir 4 tahun setelah bapaknya mati ,,,,,,,,,,,,,
@gemax goblok pedes dong,,,,,,,,,,,,,
@barcastuff_idn Goblok bgt punya direktur,,,,,,,,,,,,,
@carbonarachees @loveorloseee akun anon lg haha ga punya muka? mukamu jelek ya? kasian... get a life jgn kebanyakan di kamar ya arsendal kan? memang berisik di sosmed aja di rl ya seperti kebanyakan org sih km langsung soft spoken aduh nyalimu dek dek jgn kepanasan ya gw mah happy aja wkwk,,,,,,,,,,,,,
@devprinceps @tanyakanrl jelek banget woi ai ni ,,,,,,,,,,,,,
@tama39362444 @shitlicious Kelas bawah tidak mau diedukasi bang. Gua sangat percaya orang bodoh itu membenci orang pintar. Orang bodoh ingin membuat orang pintar ikut bodoh bukan ingin menjadi pintar dengan belajar dari orang pintar,,,,,,,,,,,,,
@Mdy_Asmara1701 Ketika orang bodoh dikasih jabatan,,,,,,,,,,,,,
Anjing gue udah cape sama organisasi satu INII DEMOOOOT GUE DEMOTT... BANGSAT NGIDE BANGET LAGI ANJING,,,,,,,,,,,,,
beneran bakal kayak dawet 3 minggu kedepan bismillah waras sehat no sakitÃ‚Â² no pegelÃ‚Â² no nangisÃ‚Â² no depresive eps no anxiety no giving up no sui ide thoughts no overeating no huekÃ‚Â² no pusingÃ‚Â² no high blood pressure no GERD no yg jelek jelek.,,,,,,,,,,,,,
@JohnAarivEd @kumparan zionis kontol,,,,,,,,,,,,,
opini jelek dari user jelek ya gini njay jelas jelas lebih mahal maksimalnya 20.000 COKKKKKKK. MENDING KALO PADA KAYA SEMUA YG MAEN MOLE. OPINI BUNGUL,,,,,,,,,,,,,
Gonna hit the gym starting tomorrow kan ku sondol jantan kaya je lepas ni..tapi dengan adab la..yg miskin ni x sedar diri..malas aku..bila senang sikit curang..mcm bodoh,,,,,,,,,,,,,
@azmer_basri @firad96 Bodoh bertingkat2,,,,,,,,,,,,,
@id_lgk ini akun fanbase tolol yang pernah ada,,,,,,,,,,,,,
@DS_yantie Dih kontol,,,,,,,,,,,,,
Lagi butuh duit. ada yg mo bantu gak ya? Aku #bisex bisa muasin #kontol atau #memek jd #top oke #bot ayuk dm dong yg mau bantu,,,,,,,,,,,,,
@floretscent @Faizcalonanakui ga ada hubungannya orang baca buku sama omongan. baca buku menjadi kewajiban jadi jangan jadikan baca buku sebagai tonggak mengetahui watak/perilaku seseorang. chairil anwar aja penulis dan juga berarti seorang yang membaca buku hobinya mab*k + merek. goblok,,,,,,,,,,,,,
diliatin dulu secara teliti bentuknya bagus ap jelek,,,,,,,,,,,,,
@sukaakunggak @sitsnoe Kontol,,,,,,,,,,,,,
@FDJplays @fans_katrok @idextratime Kau kontol. Yg dibahas konteksnya GOL TERBAIK DIMASA ITU yg kena madrid. Kalo gak sor dm aja dek ya. Awas ya kalo masih sekolah dik decul,,,,,,,,,,,,,
@ausreadd lebih hina dari najis bangsat pirujiteun,,,,,,,,,,,,,
Oh si toxic demi 1 orang blunder siapa aja diseret waw Gak agensi ga fans sama sama tolol,,,,,,,,,,,,,
@loveorloseee @thejurgenholic iya dong berpendidikan kuliah duit sendiri emang lu ga punya skill apa-apa cuman bisa ngetweet di kamar beban orang tua terus ngetik pengen kuliah usaha tolol fakta yg menyakitkan bukan? gw punya nyali akun real emg lu akun anon ga punya muka jelek kah mukamu?,,,,,,,,,,,,,
@hyemunpad terima kasih yappingnya aku jdi ngantuk,,,,,,,,,,,,,
Goblok,,,,,,,,,,,,,
Kalau di bilang gk pernah nonton j a v itu bohong tp emang gw gk suka soalnya berisik sakit kepala gw denger suara si cewek tp byk temen sekelas gw yg cowok hobi bgt ulang2 kata ikeh/kimochi kyk tolol bgt,,,,,,,,,,,,,
kisah tentang sebatang pohon yang sudah di Pagar lalu datanglah 4 orang yaitu si tolol si bego si sableng dan si gendeng kemudian mereka manjat terus yg 1 dikroyok semut yg 1 di sengat tawon yg 1 kena ulet bulu yang 1 di sambit orang dari luar pager apakah pohon yang bersalah?,,,,,,,,,,,,,
ribet banget elah manusia oyyy tolonglah oh gabisa lah yg ada dia minta ditolongin tapi gamau ditolong tapi ganggu bangsat capek cok Ã¯Â¸Â,,,,,,,,,,,,,
@timothyronald22 mksh bgt ncekkk tweet lu mntp gw bodoh bgt dngrin yg hrusny bs gw pilah mksh bgt ncekk,,,,,,,,,,,,,
@ReflyHZ Refly harun banci,,,,,,,,,,,,,
@ApipMatteo10 @id_lgk Ya yakinin dlu aja lah kalo main jelek ya kami semangatin biar main bagus kedepannya gitu,,,,,,,,,,,,,
gen tua kaya dia harusnya udh lengser dari tampuk kuasa kolot bin tolol yg ada nambah rusak negara,,,,,,,,,,,,,
mending typingnya yg jelek apa suara nya yg jelek,,,,,,,,,,,,,
@WazKhalifa420 kontol lu judi,,,,,,,,,,,,,
ih yaallah baru sadar posturku selama ini jelek bgt bungkuk bgt,,,,,,,,,,,,,
Lagi bucin sama lagu Biar jadi urusanku - Sal Priadi Sebenernya pingin yang versi tulus tapi jelek banget jadiin mp3 bajakan video YouTube yg rekam :(,,,,,,,,,,,,,
@whoperjr @iJakehoonLoops nah ini kesan pertama ke indo jd jelek bgt,,,,,,,,,,,,,
@Kaisar_Blues @ApriliaLin Satu aja gk bisa dia jawab gmn yg lain santai aja bro M.Irvan Akun ternakan @ApriliaLin nih dikatain tolol loe sm M.Irvan krn gk bisa jawab,,,,,,,,,,,,,
@pianekek @loey__mayy @ikbenmoi @tubbirfess skip ah kirain bukan orang tolol,,,,,,,,,,,,,
bangsat kan itu?,,,,,,,,,,,,,
@unmagnetism Mau ngarepin sih pemerintah korup nepotisme Masyarakat goblok SDA kaya tapi termiskin ke 2,,,,,,,,,,,,,
Kakak2 yang tolol pekara cinta2 an itu ternyata aku sekarang hahaha,,,,,,,,,,,,,
@khamada86 @Hanalulu_88 Ni msti penyokong pn nk bodohkan org undi ph mmg bodoh tpi undi pn lgi lahh bodoh pn ni bnyak org bodoh jdi pemimpin,,,,,,,,,,,,,
@syahirnomic bodoh punye lebai kampong..english out!!jaga balai raya je la sial,,,,,,,,,,,,,
pls w gamau lg ngerasain ini anjg hidup w rusak krn ni virus kontol lu covid 19 anjg,,,,,,,,,,,,,
@xquitavee @rahmasarita @jokowi Lonte berisik cari bokep lagi sana,,,,,,,,,,,,,
@_rzkkifzn lu jelek kalau pas botak doang,,,,,,,,,,,,,
@sbmptnfess bodoh banyak orang yang mati matian supaya keterima disana. dan lu dengan gampangnya bilang lu gamau kuliah di situ?,,,,,,,,,,,,,
@culikcilok @kleponmaniz Gue bilang org2nya tolol ga mendeny bahwa fakta kasus private car yg lo bilang itu gaada ya tp sttement gue adalah lu kureng nyambung krn itu 2 hal yg terpisah si A kerjaannya ngelanggar lalu lintas sama banyaknya org naik mobil pribadi,,,,,,,,,,,,,
@rifkyhh Bapuk bapuk aja klub munyuk tolol,,,,,,,,,,,,,
KONTOL LAH,,,,,,,,,,,,,
@GlHindu Lucunya agama mayo ketika menyangkut pendirian t4 ibadah/sekolah agama lain beralasan: - sk 3menteri - populasi penganut yg tidak banyak di suatu wilayah pendirian - endingnya Masy menolak pendirian Badjingan bangsat! ,,,,,,,,,,,,,
@fuchtsia jelek bahlil ksian ikannya dimiripin sm bahlil,,,,,,,,,,,,,
@redavoid6 @Beautifullskay @The_RedsIndo nah yauda gausah marah2 cil. kan udah free Madrid juga udah usaha di Januari. yg harusnya disalahin Mah manajemen Liverpool yg goblok harusnya nego kontrak TAA 2 tahun sebelum kontrak habis ini malah di ulur2,,,,,,,,,,,,,
@MartoArt @kompascom Jangan buat bodoh njirrr biarkan saja Jawir bertengkar ,,,,,,,,,,,,,
@culikcilok @kleponmaniz Nder gausah sok iye yg lo bilang itu 2 kasus yang berbeda kalo mentalitynya gak jelek ya gaakan naik trotoar ginisih. Pemotor jalanan gausah rame jg kerjanya emg ngelanggar anjir jalanan one way garame di daerah fatma aja di trabas terus lawan arah kok emg org2 nya aja tolol,,,,,,,,,,,,,
@takseerock @MangekuZ Cuma bisa tolol tololin org SADARDIRI KLO ANDA YG TOLOL,,,,,,,,,,,,,
Kontol,,,,,,,,,,,,,
@BudiBukanIntel goblok?????,,,,,,,,,,,,,
@ailsayangtesan sumpah samaaa belum kuliah aja udah jelek... ini sih spoiler kehidupan teknik ,,,,,,,,,,,,,
Sumpah macam bodoh ape EO ni suruh EXO member naik AA? Wehh ahli T-ara yang dah tak berapa nak aktif tu pun naik Korean Air tau sampai malam ni..,,,,,,,,,,,,,
@VindhTR @chloe_grande Kok kuat mengedukasi orang tolol,,,,,,,,,,,,,
opini paling tolol sepanjang aku ngikutin kasus plagiasi enih wkwkw,,,,,,,,,,,,,
dari mana lu tau itu pengalaman spesial dia sendiri?? itu juga pengalaman buanyak orang woyy bambang!,,,,,,,,,,,,,
Bacot tai. Udah zionist kelakuan jelek miskin lagi.,,,,,,,,,,,,,
@adiioesbens SUPORTER NYA AJA YG BEGO ACARA RAKYAT MALAH BEGITU EMANG DONGOOO..BANYAK YG NGOMONG ITU SUPORTER BIKIN RUSUHH..... JELAS LAH KDM MARAHH INFO TERBARU ITU SUPORTER LAGI DI KANTOR POLISI TUMANNNN LEBOK SUKURRR MAMPUSSS,,,,,,,,,,,,,
@Opposite6888 @jokowi Yg percaya Roy cs orang tolol,,,,,,,,,,,,,
@chloe_grande @auliasoebardi Yg harusnya ngajarin leadership itu bapak begok bukan ibu. Tolol bat lu tong ngaji apa ngaji biar kagak dongok,,,,,,,,,,,,,
@tanyakanrl Betul karena memang harus ada orang goblok seperti kamu dan statement mu. Jangan kuliah ya kamu pertahankan kegoblokanmu.,,,,,,,,,,,,,
org bodoh akan mencari cara utk dapat perhatian dan mem-validasi dirinya di setiap aspek kehidupan kaki gue sakit lah bru itu aja.. kemaren gue- ANJ,,,,,,,,,,,,,
@Yuqashin Fase yang paling dihindarin Life after break up emang jelek banget dah bayangin good morning udah beda status terus matanya sembab gara gara nangis terus ditambah ga mood makan. Agak nyiksa diri tapi gimana ya Paling berat semangat buat org yang lagi ngalamin. Cheer up!,,,,,,,,,,,,,
@mindoveromatter Bangsat. Kita ganti taufik hidayat.,,,,,,,,,,,,,
yaallah foto fotoku dr 10.000 jd 300 kok bisa ya ni hp tolol banget,,,,,,,,,,,,,
@realmadridindo1 @doniprbd Gw juga pernah sim ngetik Perez mati aja kontol ,,,,,,,,,,,,,
@id_lgk ini liverpool garis keras atau liverpool garis bagian tolol?,,,,,,,,,,,,,
@scousenorsu @popijce @Zeed77742069 @realmadridindo1 Financial freedom? Bro gada org pinter nyari tapi bego di sosmed kayak elu. Minimal pada punya pendidikan. Lu mah jatohnya kayak org yg butuh penolongan sakit jiwa. Gws,,,,,,,,,,,,,
@meaniieee @dinoest yg pasti fase goblok dan denialnya lebih banyak lagi ,,,,,,,,,,,,,
HAH GUE TOLOL APA GIMANA DAH INI 2 COWO YANG LAGI DEKET SAMA GUE MEREKA TERNYATA SATU RW,,,,,,,,,,,,,
Wajar jika mereka berpikir seperti itu. Karena komunikasiku jelek dan aku sulit mengekspresikan diri. Dan aku sungguh sangat menyesali kekuranganku ini,,,,,,,,,,,,,
@wepe20_ Jujur colorway yang Sulawesi jelek bgt,,,,,,,,,,,,,
@UMonline cibai kontol mana dapat no 1,,,,,,,,,,,,,
Bukan born comfortable spoiled. IUP tolol ky gini basic sosial interaction aja ga bakal nyampe otaknya. Kalian tu msh hidup di bumi ga usah ngerasa jd si paling beda cm gara2 duit ortu lu. Tmn2 w yg kaya tp parentingnya bgs jg bnyk tp yg psti bukan elu.,,,,,,,,,,,,,
fandom aespa nih emang full sama orang tolol,,,,,,,,,,,,,
@tubbirfess Saran gua lu pada mending kawin dah tolol biar kaga pada ributin hal2 idiot kek begini mulu dongo2 hari2 gender war mulu kek ora ada kerjaan laen,,,,,,,,,,,,,
@h8ngshi jelek di aku patchy nge crack ga bisa nge blend dgn baik trus jga bolong kalo kena keringat pokok BIG NO,,,,,,,,,,,,,
bangsat tibaÃ‚Â² kangen gini cok,,,,,,,,,,,,,
gigim &amp; aya! SEBENERNYA BANYAK CUMA DIA JELEK BANGET KADANG KASIH PETNAME Ã¢â‚¬Â ada aja gitu panggilan sayangnya . .,,,,,,,,,,,,,
Tigas gua ga kelarÃ‚Â² anjjjj babi bangsat,,,,,,,,,,,,,
kenapa ya gua cuna bs salahij diri gua sendiri.. kenapa gua jg bodoh bgt,,,,,,,,,,,,,
menurut gw yg paling penting tuh BERANI COBA DAN IBADAH. udah itu aja titik. jangan terus2an nganggep diri lo bodoh ngerinya jadi kenyataan. anggep diri lo bisa dan mampu fake it till you make it. kalo lo les jangan males les apalagi kalo dapet buku.,,,,,,,,,,,,,
@tutuyoyo7 @idextratime @TheAthleticFC @David_Ornstein Cheleng tolol wokwokwowkwok,,,,,,,,,,,,,
@siRadjaAteul @S4N_W1B1 Yg bego itu anda sharusnya barang yang dilakukan penyelidikan itu disita dan dipublikasikan ke depan umum seperti narkoba asetcurian dan harusnya ijazah di tampilkan ke publik oleh polri karena bagaimanapun rakyat sudah tdk prcya smpai si mul. menunjukkan ijazah aslinya.,,,,,,,,,,,,,
@PawonReport @muhamadrdani @tekarok007 yaelah bang kalo sampe yang jelek atau yang berdosa aja ngeributin tentang indonesia berarti emang sekacau itu indonesia.,,,,,,,,,,,,,
@tan_meggie Ga kok Kan Ga masukin kontol ke meki ,,,,,,,,,,,,,
emng cwe goblok,,,,,,,,,,,,,
@ausreadd Sam mending lu aja yang dengerin gua. Gua bisikin Lu goblok. ,,,,,,,,,,,,,
AHAHAHAHAHAHAHA KENAL DARI PEOPLE NEARBY AHAHAHAHAHAHA BRENGSEK KETAWA KENCENG ANJING PUNYA ADE SEPUPU TOLOL BGT LAPORIN DAH KE ABANGNYA AJG ,,,,,,,,,,,,,
masih nyimpen fotoku bareng kakak dari di rumah duka sampai ngelarung tapi masih mau disimpen sendiri disamping aku jelek banget aku keliatan paling sedih banget. dikit2 nangis sampe kalo mak liem ga ngingetin makan aku udah pingsan ditengah malem,,,,,,,,,,,,,
@rinsooajaib @bilasabil12 @ceuramah Masalahnya ketikan lu jelek ,,,,,,,,,,,,,
@DokterTifa Maaf ya. biasanya kecerdasan oramg itu terlihat dr tulisannya orang2 dulu relatif tulisannya lebih bagus krn dulu ada pelajaran tulisan alus kasar &amp; ada buku garis tipis tebal tuk belajar menulis latin kalau benar itu tulisan jokodok kelihatan ybs org tolol tulisanya berantakan,,,,,,,,,,,,,
caper kontol,,,,,,,,,,,,,
kalo perempuan yang ada di keadaan ini dia juga yang diserang. dikata berbuat hal keji dalam pernikahan dan di cap sebagai perempuan tidak benar. tolol. kenapa ya gini? [+],,,,,,,,,,,,,
@tanyakanrl Bego lu gatau se try hard apa dia cari kerja.. dia gak insecure harusnya lu syukurin+selalu ngasih semangat buat lu. Bagaimana bisa lelaki ngelakuin itu? gak semua lelaki bisa dan lelaki lo hebat cuma lu nya bego.,,,,,,,,,,,,,
@detwooo @BarcaaInside @tjuanmarti deco emg rada anjir gatau kenapa pemilihan pemainnya jelek bgt,,,,,,,,,,,,,
@LelembutNaga @SoftWarNews Haa.. haa.. ha ... Kau itu benar2 goblok. Sumpah .. Ngomong2 kau itu di didik dalam komunitas apa sih sbnr nya oleh kluarga mu ?,,,,,,,,,,,,,
@PraharaTemaram @tanyakanrl gegara orang tolol jadinya kita kecipratan imbasnya sekarang pada kicep tu manusia pada,,,,,,,,,,,,,
@JayneBeeTee @Rana37255 @CrownS93726 Suka suka dia anjing. Bacot banget kontol.,,,,,,,,,,,,,
@Andri98s @Luquitas17Szn Ya namanya udah resmi pindah ya mesti ganti bio lah dongok....ada otak dipake blok goblok,,,,,,,,,,,,,
ughh malem gini sange pgn liat pap kontol yg hot,,,,,,,,,,,,,
@nturbizz @iyantgh @skyeblueberry @sharrisjorge intinya dia buzzer goblok ka,,,,,,,,,,,,,
Gue harap dia ada usaha gitu jualan kecil-kecilan karna dia pinter masak TAPI GAADA. Nunggu terus temannya itu udah kayak orang goblok. Yang bayarin sekolah apa smua emak gue gue utbk pun yg bayarin emak gue. Bener-bener laki anjing,,,,,,,,,,,,,
@_inspektur @ocehangaluh udeh gede bego,,,,,,,,,,,,,
@sayamaumilkita @PamulangBased sama kontol satu,,,,,,,,,,,,,
@eunhochu KAKKK KAMU KAYA GITUU AJA JELEK APALAGI GUAAA???,,,,,,,,,,,,,
@owqlsln @zahinadib bodoh tak tau mamak tu mostly india pretending je ayam mostly ambik tempat aceh potong pun entah macam mana. bodo melayu senang kene kencing,,,,,,,,,,,,,
telkomsel ngapa sih sinyalnya jelek,,,,,,,,,,,,,
Ngapain? Kok ga ada jaga dirinya samsek? Tolol,,,,,,,,,,,,,
@Rzcrushonyou Tolol bgt tadi tuh mobil,,,,,,,,,,,,,
baru skrng aja saya diblg pintar tapi pas pengangguran dibilang goblok ga berguna mati aja katanya bapakku.,,,,,,,,,,,,,
Opini tolol sumpahhhhh lulus sekolah ga lu? Anjir primitif sekali pikirannya,,,,,,,,,,,,,
Konser terlawas yg ku tonton kayanya ini akwowkwowwo,,,,,,,,,,,,,
@adiioesbens tolol lebih sakit hati jadi warga yang lagi ngadu di forum itu di depan lagi ada ibu sama anaknya lagi mau di bantu si kdm malah ngechant minimal kalo mau ngadu tuh tau tempat ini tempat forum buat bantu rakyat kekurangan malah dipake club bola yang kepentingannya beda,,,,,,,,,,,,,
@puupeww Iyaaaa dia misterius bangetttt skrip nya juga walopun bangsat tapi gak ketebak,,,,,,,,,,,,,
@OngVarman @mynewshub Jawapan paling bodoh,,,,,,,,,,,,,
Rasa kda bebatis lagi bjir,,,,,,,,,,,,,
Bodoh,,,,,,,,,,,,,
suka suka gua lah kontol,,,,,,,,,,,,,
@assisterr gak jelas tolol elig tapi mau claim 0 jancok,,,,,,,,,,,,,
@Mokse96 Istrinya butuh kontol brondong gede ga buat muasin?,,,,,,,,,,,,,
@WarmanZetr84207 @Valhallaah Maklum bang pembenci Islam emang rataÃ‚Â² kalo gak tolol ya munafik,,,,,,,,,,,,,
ternyata ada akun goblok yg kelewat untuk gua block.. tp emang keliatan gobloknya sih karna sok2 bikin konspirasi padahal mah emg tolol aja gatau apa2 malu2in indah lu tolol,,,,,,,,,,,,,
 : aku makan dulu ya : itu korean vegetable pancake? : bala bala goblok (kesenjangan sosial),,,,,,,,,,,,,
@iscomecyy Jelek lu @GiveRep,,,,,,,,,,,,,
tekupiku jjk kok jelek :( kyk gepeng gak bulet,,,,,,,,,,,,,
bodoh punya melayu bangsat,,,,,,,,,,,,,
KONTOL,,,,,,,,,,,,,
Nyusahin aja anjing bete lah gw mending ga usah idup kontol,,,,,,,,,,,,,
bro pikir bro siapa? fans doang anjiiiiing kok elu ngatur ABCDE dikit dikit ngeluh kok mereka gini sih? kok mereka gitu sih ALAHHHH BACOOOOOOTTT elu aja dah yang jadi member bonek atur sesuka lu kontol,,,,,,,,,,,,,
@loafyae kontol gua jg,,,,,,,,,,,,,
@sitsnoe pemerintah kontol,,,,,,,,,,,,,
@IDGoonerscom @EBL2017 jelek semoga dpt nya gyo,,,,,,,,,,,,,
@wonhaneulr @kwakhoaum GAMAU DIA JELEK,,,,,,,,,,,,,
bodoh,,,,,,,,,,,,,
@ProfOnline_id Ooh Islam diajarkan Nabi sudah sempurna.. lihat orang kafir menggambarkan Tuhannya satu sisi relijius sisi lain tdk universal.. ngawur! Kafir goblok!,,,,,,,,,,,,,
KE LIKE BANGSAT,,,,,,,,,,,,,
@X_LuciferMST @floq_id artinya kamu goblok,,,,,,,,,,,,,
@yakaliga90 @VIPERnftDOTeth @MsSlammy @StackRworld @bankrbot Kontol jangan kirem dia bang,,,,,,,,,,,,,
@Bombie_xyz Si anjim malah kitu Lain geura2 bangsat,,,,,,,,,,,,,
@forumidol_ @polisiidol2nd wkwkwkwkw ngakak banget anjir tiba2 lewat ini jujur lu goblok bgt sih pdhl waktu itu emang lagi brg sama pemain2 htbk disitu,,,,,,,,,,,,,
Astagfirullah astaghfirullah astaghfirullah pengen bgt hack akun pesbuk papaku ya Tuhan paaa ngapain upload video durjanah bin awokawok ituuu nangis bgt anjing itu jelek kebangetan paaa ishh elahhh modyarrrr,,,,,,,,,,,,,
IH SUSAH BNGT TIDUR. PADAHAL ADA KANTONG MATA YG BIKIN JELEK,,,,,,,,,,,,,
@xuminghao_ogf @ShopeeID @ShopeePay_ID Lah perasaan pinjaman apapun kalo di KTP atas nama si peminjam ya rekening pun harus tetap sama. Kalo beda atas nama mana bisa cair. Apa gua yang bego ya baru tau bisa beda atas nama tapi cair ,,,,,,,,,,,,,
benci sm tempat krn org tuh bodoh bgt njing (gue),,,,,,,,,,,,,
sama aja tolol nya ni bedua,,,,,,,,,,,,,
@6undul0h Jelek banget akting talent2nya ,,,,,,,,,,,,,
@andihiyat lega tapi agak nyesel berlebihan gak sih gua marah ke orang atau ada kata jelek yang masuk ke hati dia nanti. jadi terus kepikiran anjing,,,,,,,,,,,,,
@BebySoSweet Mode pura pura Goblok padahal tanpa pura pura juga udah kelihatan,,,,,,,,,,,,,
@thisisminjuonly jelek banget anjing,,,,,,,,,,,,,
@shirog4ne_ CANTIK BGT awas aja kalo pacarnya jelek,,,,,,,,,,,,,
Mnet kenapa milih judges buat WSWF JELEK BGT,,,,,,,,,,,,,
@Deviezta08 @clawspect @Gerindra bego banget tiba tiba nyalahin pabriknya yg ngasih ke anak anak bukam pabriknya tapi orang orang dari presiden lu sekelas org yg ngurus program pemerintah masa gabisa nyarii susu bagus sama susu jelek,,,,,,,,,,,,,
@cyacopony Betul cayaang dah gt mimpinya jg jd bagusgatau knp kl malem2 abis dr luar yg outdoor suka jelek hawanya,,,,,,,,,,,,,
Sayangnya memiliki ortu lengkap tanpa peran emang semenyakitkan itu disaat kita gadikirim bulanan karna bodoh yauda fight sendiri ,,,,,,,,,,,,,
@tanyakanrl Udah ga excited lagi jahatnya dia yg pengen putus tp gamau mutusin bikin kita muak sama kelakuannya dan cari2 kekuranganya kita biar ga dicap jelek kali ya?biasanya sikapnya kaya gini kalo udah nemu ganti lain/kenal cewe baru sepengalaman aku ya,,,,,,,,,,,,,
@cyojimin ogh cancer kek kontol gtu,,,,,,,,,,,,,
@chidory_ @deddysitorus @DokterTifa @SianiparRismon Tulisan kertasnya kagak jelas kontol.....,,,,,,,,,,,,,
kontol banget malu in gue as sylus girlie yang hanya terdiam dan menikmati gamenya tanpa ikut drama western or local like this shit tolol ahh ladstwt beneran isinya hama semua tai. untung moots gue ladshomotwt aawww lopyu gusy walau gue jarang jbjb but i lopyu mwah mwah,,,,,,,,,,,,,
Tolol bikin emosi aja malem malem,,,,,,,,,,,,,
